"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","2745","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","2.465724","0","2"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","7","9","1","25.991261","0","9"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","9","9","1","8.478815","0","9"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","25","25","1","16.561079","0","25"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","7","7","1","3.593255","0","7"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","33","33","1","33.494244","0","33"
"/Game/PA_UrbanCity/Materials/M_BaseGlass.M_BaseGlass","0","10","10","1","21.106371","0","10"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","0.767558","0","2"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","333","356","1","235.460358","0","356"
"/Game/PA_UrbanCity/Materials/M_BaseMaterialsWithEmissive.M_BaseMaterialsWithEmissive","0","168","192","4","113.990036","0","192"
"/Game/PA_UrbanCity/Materials/M_BaseMaterials.M_BaseMaterials","0","126","144","3","33.492210","0","144"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","12","14","1","9.899062","0","14"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","3","3","1","1.819472","0","3"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","3","3","1","0.892801","0","3"
"/InterchangeAssets/gltf/M_Default.M_Default","0","110","128","6","206.599289","0","128"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","6","1","4.491170","0","6"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","5","5","1","2.883385","0","5"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","12","14","1","14.606473","0","14"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","110","128","6","273.963959","0","128"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","6","6","1","3.310348","0","6"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","6","1","8.089252","0","6"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","6","7","1","8.402861","0","7"
"/Game/ParagonWraith/Characters/Heroes/Wraith/Materials/M_Wraith_Gun.M_Wraith_Gun","0","24","28","1","106.920624","24","84"
"/Game/ParagonWraith/Characters/Heroes/Wraith/Materials/M_Wraith_Backpack.M_Wraith_Backpack","0","24","28","1","88.292068","48","140"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","33","36","1","49.517677","0","36"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","33","36","1","0.000000","0","36"
"/Game/ParagonWraith/Characters/Heroes/Wraith/Materials/M_Wraith_Upperbody.M_Wraith_Upperbody","0","36","42","1","148.046692","72","210"
"/Game/ParagonWraith/Characters/Heroes/Wraith/Materials/M_Wraith_Lowerbody.M_Wraith_Lowerbody","0","24","28","1","108.286469","24","84"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","102","112","6","361.640106","0","112"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","57","63","1","34.938107","0","63"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","102","112","6","169.136505","0","112"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","0","28","28","2","342.560028","0","28"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","3","3","1","0.715533","0","3"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","12","1","8.312475","0","12"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","6","6","1","3.926806","0","6"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","3","3","1","0.776390","0","3"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","3","3","1","1.473990","0","3"
"/Engine/VREditor/TransformGizmo/Main.Main","0","3","3","1","0.844216","0","3"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","82","92","6","55.539467","0","92"
"/Game/PA_UrbanCity/Materials/M_BaseFolliage.M_BaseFolliage","0","84","96","3","72.137016","0","96"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","1.324526","0","2"
"/Game/ParagonWraith/FX/Materials/Tech/M_Wraith_Tech_Holo_Spline.M_Wraith_Tech_Holo_Spline","0","18","21","1","14.465570","0","21"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","6","6","1","4.608361","0","6"
"/Game/ParagonWraith/FX/Meshes/Splines/M_Spline_Preview.M_Spline_Preview","0","55","60","1","39.204617","0","60"
"/Game/ParagonWraith/FX/Materials/Tech/M_Hotdog_Spline_Laser.M_Hotdog_Spline_Laser","0","40","45","1","36.151569","0","45"
"/Game/ParagonWraith/FX/Materials/Tech/M_Wraith_Tech_Holo_Flicker_Spline.M_Wraith_Tech_Holo_Flicker_Spline","0","30","35","1","30.914206","0","35"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","6","6","1","2.971452","0","6"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","9","9","1","2.308579","0","9"
"/Game/PA_UrbanCity/Materials/M_Particle.M_Particle","0","24","24","1","15.474833","0","24"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","6","6","1","3.667207","0","6"
"/Game/ParagonWraith/FX/Materials/HeatDistort/M_Shockwave_Refract.M_Shockwave_Refract","0","30","30","1","17.129375","0","30"
"/Game/ParagonWraith/FX/Materials/Smoke/Spline/M_Smoke_SplineMesh_Trail.M_Smoke_SplineMesh_Trail","0","27","30","1","26.905914","0","30"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","10","10","1","6.303976","0","10"
"/Game/ParagonWraith/FX/Materials/Tech/M_GlowPoint_CameraFacing.M_GlowPoint_CameraFacing","0","36","42","1","29.641878","0","42"
"/Game/CityofBrass_Enemies/Materials/Character_Substance_Invisible_Material.Character_Substance_Invisible_Material","0","28","32","1","22.730606","0","32"
"/Game/ParagonWraith/FX/Materials/Smoke/DirectionalLit/M_ResidualMuzzleSmoke_Master.M_ResidualMuzzleSmoke_Master","0","30","30","1","12.952494","0","30"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","6","7","1","5.329701","0","7"
"/ControlRig/M_Manip.M_Manip","0","6","7","1","3.618988","0","7"
"/Game/PA_UrbanCity/Materials/M_DecalWater.M_DecalWater","0","9","9","1","4.254186","0","9"
"/Game/ParagonWraith/FX/Materials/Heroes/M_Wraith_Muzzle_Flash.M_Wraith_Muzzle_Flash","0","15","15","1","7.328037","0","15"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","25","25","1","9.186887","0","25"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","36","42","2","29.023388","0","42"
"/Game/PA_UrbanCity/Materials/M_DecalBase_Graffiti.M_DecalBase_Graffiti","0","9","9","1","6.107872","0","9"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","1.321747","0","2"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","5","5","1","1.656582","0","5"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","41","46","6","26.408398","0","46"
"/Game/ParagonWraith/FX/Materials/Flares/M_Lensflare_TB_SoftGlow.M_Lensflare_TB_SoftGlow","0","12","12","1","6.070548","0","12"
"/Game/CityofBrass_Enemies/Materials/Character_Substance_Layers_Material.Character_Substance_Layers_Material","0","28","32","1","35.084667","28","96"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","28","32","1","34.148426","0","32"
"/Game/PA_UrbanCity/Materials/M_SharpenPost-Process.M_SharpenPost-Process","0","5","5","1","1.568724","0","5"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","28","32","1","39.320511","0","32"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","0","13","13","1","5.731759","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","0","23","25","1","14.886656","0","25"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","0","13","13","1","5.472535","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","0","23","25","1","13.275170","0","25"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","0","13","13","1","4.382321","0","13"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","57","63","1","49.586319","0","63"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","10","10","1","6.238894","0","10"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","14","16","1","10.806603","0","16"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","5","5","1","1.807660","0","5"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","24","24","1","9.986960","0","24"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","5","5","1","0.906079","0","5"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","88","0","1","0.000000","0","0"
"Globals","49","10300","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","7","7","1","4.175744","0","7"
